11,5
24,1
28,2
34,0
65,5
66,6
73,6
94,8
99,1
120,2
129,6
134,1
145,5
147,6
148,7
160,8
165,6
168,7
173,5
175,5
180,2
191,5
198,3
204,6
212,7
214,7
219,5
223,7
224,1
239,5
259,5
266,5
273,5
282,9
311,6
320,0
330,3
332,5
340,7
352,8
377,7
384,7
387,7
407,5
417,5
437,5
440,0
444,2
446,7
449,6
456,8
463,5
478,7
491,1
494,0,6
505,7
508,1
509,3
517,8
523,5
524,0
537,5
544,5
547,6
560,7
567,7
573,1
579,5
597,6
604,1
611,7
622,5
634,7
644,7
649,6
650,2
667,0
668,0
671,1
688,2
691,1
701,6
719,5
742,4
771,5
775,5
778,5
792,8
802,6
810,6
816,6
819,7
829,6
842,4
844,2
845,5
862,2
879,5
880,7
884,7
886,5
899,5
904,7
905,1
908,7
912,5
918,7
921,5
924,5
944,6
958,6
960,5
964,5
969,7
970,5
982,1
984,0
985,5
991,4
1007,3
1019,7
1022,7
1031,1
1032,3,5
1045,8
1070,6
1071,5
1075,7
1079,4,1
1080,1
1081,1
1088,7
1089,5
1108,3
1109,5
1111,5
1120,8
1126,7
1136,6
1137,0
1139,6
1148,1
1154,7
1200,1
1206,5
1208,7
1227,4
1234,3
1263,5
1265,5
1271,4
1283,5
1297,6
1301,2
1311,5
1313,5
1324,5
1325,5
1327,6
1340,5
1374,2
1375,1,8
1390,2
1404,6
1408,4
1412,7
1418,6
1420,5
1422,7
1423,0
1430,5
1433,5
1437,7
1442,5
1443,0
1466,6
1467,5
1473,4
1481,5
1485,5
1490,5
1522,9
1526,5
1531,2
1545,4
1556,5
1559,3
1570,7
1573,2
1575,5
1577,5
1582,6
1587,5
1597,1
1609,2
1618,7
1638,5
1639,7
1648,2
1656,7
1674,9
1690,5
1699,1
1702,5
1713,8
1726,6
1746,7
1770,7
1789,7
1803,7
1813,5
1821,7
1830,6
1832,7
1846,7
1847,5
1854,4
1867,5
1876,0
1887,5
1891,7
1901,8
1916,0
1946,7
1947,2
1956,0
1961,5
1965,5
1991,5
1996,5
2000,5
2010,2
2018,7
2020,6
2026,8
2034,4
2038,5
2049,5
2090,7
2091,5
2125,2
2134,1
2143,5
2156,6
2165,5
2168,7
2201,2
2209,5
2211,5
2215,8
2220,6,4
2250,5
2270,2
2274,9
2282,5
2287,5
2293,6
2295,6
2300,6
2302,8
2313,5
2332,2
2342,2
2343,5
2345,6
2352,0
2363,5
2384,8
2387,6
2397,6
2401,5
2414,5
2433,7
2444,8
2445,5
2459,6
2464,2
2477,7
2479,6
2487,6
2504,6
2506,3
2515,5
2523,6
2537,5
2545,6
2546,4
2549,5
2551,5
2570,6
2580,3
2592,5
2612,7
2620,5
2622,5,8
2626,2
2627,3
2636,8
2648,2
2650,7
2653,7
2659,7
2660,3
2673,7
2682,8
2690,5
2701,7
2710,6
2723,6
2728,9
2733,2
2739,5
2751,3
2768,8
2775,5
2791,1
2798,9
2803,3
2805,8
2825,7
2831,1
2840,2
2845,8
2871,3
2884,6
2907,1
2909,7
2910,6
2912,5
